id,code,name,city,state_id/id,country_id/id
data_zip_ID10110,10110,10110,Gambir,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10120,10120,10120,Kebon Kelapa,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10130,10130,10130,Petojo Utara,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10140,10140,10140,Duri Pulo,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10150,10150,10150,Cideng,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10160,10160,10160,Petojo Selatan,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10210,10210,10210,Bendungan Hilir,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10220,10220,10220,Karet Tengsin,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10230,10230,10230,Kebon Melati,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10240,10240,10240,Kebon Kacang,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10250,10250,10250,Kampung Bali,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10260,10260,10260,Petamburan,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10270,10270,10270,Gelora,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10310,10310,10310,Menteng,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10320,10320,10320,Pegangsaan,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10330,10330,10330,Cikini,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10340,10340,10340,Kebon Sirih,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10350,10350,10350,Gondangdia,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10410,10410,10410,Senen,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10420,10420,10420,Kwitang,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10430,10430,10430,Kenari,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10440,10440,10440,Paseban,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10450,10450,10450,Kramat,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10460,10460,10460,Bungur,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10510,10510,10510,Cempaka Putih Timur,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10520,10520,10520,Cempaka Putih Barat,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10530,10530,10530,Galur,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10540,10540,10540,Tanah Tinggi,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10550,10550,10550,Kampung Rawa,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10560,10560,10560,Johar Baru,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10570,10570,10570,Rawasari,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10610,10610,10610,Gunung Sahari Selatan,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10620,10620,10620,Kemayoran,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10630,10630,10630,Kebon Kosong,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10640,10640,10640,Cempaka Baru,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10640,10640,10640,Harapan Mulya,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10640,10640,10640,Sumur Batu,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10650,10650,10650,Serdang,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10650,10650,10650,Utan Panjang,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10710,10710,10710,Pasar Baru,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10720,10720,10720,Gunung Sahari Utara,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10730,10730,10730,Mangga Dua Selatan,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10740,10740,10740,Karang Anyar,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID10750,10750,10750,Kartini,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11110,11110,11110,Pinangsia,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11120,11120,11120,Glodok,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11130,11130,11130,Keagungan,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11140,11140,11140,Krukut,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11150,11150,11150,Taman Sari,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11160,11160,11160,Maphar,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11170,11170,11170,Tangki,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11180,11180,11180,Mangga Besar,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11210,11210,11210,Tanah Sereal,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11220,11220,11220,Tambora,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11230,11230,11230,Roa Malaka,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11240,11240,11240,Pekojan,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11250,11250,11250,Jembatan Lima,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11260,11260,11260,Krendang,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11270,11270,11270,Duri Selatan,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11270,11270,11270,Duri Utara,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11310,11310,11310,Kali Anyar,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11320,11320,11320,Jembatan Besi,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11330,11330,11330,Angke,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11410,11410,11410,Slipi,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11420,11420,11420,Kota Bambu Selatan,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11420,11420,11420,Kota Bambu Utara,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11430,11430,11430,Jatipulo,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11440,11440,11440,Tomang,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11450,11450,11450,Grogol,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11460,11460,11460,Jelambar,l10n_id_state.data_state_indonesiaJK,base.id
data_zip_ID11460,11460,11460,Jelambar Baru,l10n_id_state.data_state_indonesiaJK,base.id
