id,name,city,country:id,bic
bankID_BNINIDJAMDN,BANK NEGARA INDONESIA – PT (PERSERO)  (MEDAN BRANCH) ,MEDAN ,base.id,BNINIDJAMDN
bankID_BNINIDJAUSU,BANK NEGARA INDONESIA – PT (PERSERO)  (UNIV. SUMUT BRANCH) ,MEDAN ,base.id,BNINIDJAUSU
bankID_BNINIDJAMET,BANK NEGARA INDONESIA – PT (PERSERO)  (METRO BRANCH) ,METRO ,base.id,BNINIDJAMET
bankID_BNINIDJAMBO,BANK NEGARA INDONESIA – PT (PERSERO)  (MEULABOH BRANCH) ,MEULABOH ,base.id,BNINIDJAMBO
bankID_BNINIDJANNK,BANK NEGARA INDONESIA – PT (PERSERO)  (NUNUKAN BRANCH) ,NUNUKAN ,base.id,BNINIDJANNK
bankID_BNINIDJAAYP,BANK NEGARA INDONESIA – PT (PERSERO)  (AHMAD YANI PADANG BRANCH) ,PADANG ,base.id,BNINIDJAAYP
bankID_BNINIDJAIBP,BANK NEGARA INDONESIA – PT (PERSERO)  (IMAM BONJOL BRANCH) ,PADANG ,base.id,BNINIDJAIBP
bankID_BNINIDJAPDG,BANK NEGARA INDONESIA – PT (PERSERO)  (PADANG BRANCH) ,PADANG ,base.id,BNINIDJAPDG
bankID_BNINIDJAPDS,BANK NEGARA INDONESIA – PT (PERSERO)  (PADANG SIDEMPUAN BRANCH) ,PADANG SIDEMPUAN ,base.id,BNINIDJAPDS
bankID_BNINIDJAPRY,BANK NEGARA INDONESIA – PT (PERSERO)  (PALANGKARAYA BRANCH) ,PALANGKARAYA ,base.id,BNINIDJAPRY
bankID_BNINIDJABBP,BANK NEGARA INDONESIA – PT (PERSERO)  (BOOM BARU BRANCH) ,PALEMBANG ,base.id,BNINIDJABBP
bankID_BNINIDJAJAP,BANK NEGARA INDONESIA – PT (PERSERO)  (JEMBATAN AMPERA PALEMBANG BRANCH) ,PALEMBANG ,base.id,BNINIDJAJAP
bankID_BNINIDJAMSP,BANK NEGARA INDONESIA – PT (PERSERO)  (MUSI PALEMBANG BRANCH) ,PALEMBANG ,base.id,BNINIDJAMSP
bankID_BNINIDJAPBG,BANK NEGARA INDONESIA – PT (PERSERO)  (PALEMBANG BRANCH) ,PALEMBANG ,base.id,BNINIDJAPBG
bankID_BNINIDJAPLP,BANK NEGARA INDONESIA – PT (PERSERO)  (PALOPO BRANCH) ,PALOPO ,base.id,BNINIDJAPLP
bankID_BNINIDJAPLU,BANK NEGARA INDONESIA – PT (PERSERO)  (PALU BRANCH) ,PALU ,base.id,BNINIDJAPLU
bankID_BNINIDJAPKN,BANK NEGARA INDONESIA – PT (PERSERO)  (PAMEKASAN BRANCH) ,PAMEKASAN ,base.id,BNINIDJAPKN
bankID_BNINIDJAPKP,BANK NEGARA INDONESIA – PT (PERSERO)  (PANGKAL PINANG BRANCH) ,PANGKAL PINANG ,base.id,BNINIDJAPKP
bankID_BNINIDJAPKB,BANK NEGARA INDONESIA – PT (PERSERO)  (PANGKALAN BUN BRANCH) ,PANGKALAN BUN ,base.id,BNINIDJAPKB
bankID_BNINIDJAPJG,BANK NEGARA INDONESIA – PT (PERSERO)  (PANJANG BRANCH) ,PANJANG ,base.id,BNINIDJAPJG
bankID_BNINIDJAPRE,BANK NEGARA INDONESIA – PT (PERSERO)  (PARE-PARE BRANCH) ,PARE-PARE ,base.id,BNINIDJAPRE
bankID_BNINIDJAPSN,BANK NEGARA INDONESIA – PT (PERSERO)  (PASURUAN BRANCH) ,PASURUAN ,base.id,BNINIDJAPSN
bankID_BNINIDJAPTI,BANK NEGARA INDONESIA – PT (PERSERO)  (PATI BRANCH) ,PATI ,base.id,BNINIDJAPTI
bankID_BNINIDJAPYK,BANK NEGARA INDONESIA – PT (PERSERO)  (PAYAKUMBUH BRANCH) ,PAYAKUMBUH ,base.id,BNINIDJAPYK
bankID_BNINIDJAPKL,BANK NEGARA INDONESIA – PT (PERSERO)  (PEKALONGAN BRANCH) ,PEKALONGAN ,base.id,BNINIDJAPKL
bankID_BNINIDJAPPP,BANK NEGARA INDONESIA – PT (PERSERO)  (PASAR PUSAT PEKANBARU BRANCH) ,PEKANBARU ,base.id,BNINIDJAPPP
bankID_BNINIDJAPBR,BANK NEGARA INDONESIA – PT (PERSERO)  (PEKANBARU BRANCH) ,PEKANBARU ,base.id,BNINIDJAPBR
bankID_BNINIDJAPMT,BANK NEGARA INDONESIA – PT (PERSERO)  (PEMANGKAT BRANCH) ,PEMANGKAT ,base.id,BNINIDJAPMT
bankID_BNINIDJAPMS,BANK NEGARA INDONESIA – PT (PERSERO)  (PEMATANG SIANTAR BRANCH) ,PEMATANG SIANTAR ,base.id,BNINIDJAPMS
bankID_BNINIDJAPLW,BANK NEGARA INDONESIA – PT (PERSERO)  (POLEWALI BRANCH) ,POLEWALI ,base.id,BNINIDJAPLW
bankID_BNINIDJAPON,BANK NEGARA INDONESIA – PT (PERSERO)  (PONOROGO BRANCH) ,PONOROGO ,base.id,BNINIDJAPON
bankID_BNINIDJAPNK,BANK NEGARA INDONESIA – PT (PERSERO)  (PONTIANAK BRANCH) ,PONTIANAK ,base.id,BNINIDJAPNK
bankID_BNINIDJAPSO,BANK NEGARA INDONESIA – PT (PERSERO)  (POSO BRANCH) ,POSO ,base.id,BNINIDJAPSO
bankID_BNINIDJAPBM,BANK NEGARA INDONESIA – PT (PERSERO)  (PRABUMULIH BRANCH) ,PRABUMULIH ,base.id,BNINIDJAPBM
bankID_BNINIDJAPRB,BANK NEGARA INDONESIA – PT (PERSERO)  (PROBOLINGGO BRANCH) ,PROBOLINGGO ,base.id,BNINIDJAPRB
bankID_BNINIDJAPBL,BANK NEGARA INDONESIA – PT (PERSERO)  (PURBALINGGA BRANCH) ,PURBALINGGA ,base.id,BNINIDJAPBL
bankID_BNINIDJAPWK,BANK NEGARA INDONESIA – PT (PERSERO)  (PURWAKARTA BRANCH) ,PURWAKARTA ,base.id,BNINIDJAPWK
bankID_BNINIDJAPWO,BANK NEGARA INDONESIA – PT (PERSERO)  (PURWOKERTO BRANCH) ,PURWOKERTO ,base.id,BNINIDJAPWO
bankID_BNINIDJAPWR,BANK NEGARA INDONESIA – PT (PERSERO)  (PURWOREJO BRANCH) ,PURWOREJO ,base.id,BNINIDJAPWR
bankID_BNINIDJARKB,BANK NEGARA INDONESIA – PT (PERSERO)  (RANGKASBITUNG BRANCH) ,RANGKAS BIBITUNG ,base.id,BNINIDJARKB
bankID_BNINIDJARGT,BANK NEGARA INDONESIA – PT (PERSERO)  (RENGAT BRANCH) ,RENGAT ,base.id,BNINIDJARGT
bankID_BNINIDJASLG,BANK NEGARA INDONESIA – PT (PERSERO)  (SALATIGA BRANCH) ,SALATIGA ,base.id,BNINIDJASLG
bankID_BNINIDJASMD,BANK NEGARA INDONESIA – PT (PERSERO)  (SAMARINDA BRANCH) ,SAMARINDA ,base.id,BNINIDJASMD
bankID_BNINIDJASPT,BANK NEGARA INDONESIA – PT (PERSERO)  (SAMPIT BRANCH) ,SAMPIT ,base.id,BNINIDJASPT
bankID_BNINIDJASLP,BANK NEGARA INDONESIA – PT (PERSERO)  (SELAT PANJANG BRANCH) ,SELAT PANJANG ,base.id,BNINIDJASLP
bankID_BNINIDJAKRU,BANK NEGARA INDONESIA – PT (PERSERO)  (KARANGAYU BRANCH) ,SEMARANG ,base.id,BNINIDJAKRU
bankID_BNINIDJASMG,BANK NEGARA INDONESIA – PT (PERSERO)  (SEMARANG BRANCH) ,SEMARANG ,base.id,BNINIDJASMG
bankID_BNINIDJAUDS,BANK NEGARA INDONESIA – PT (PERSERO)  (UNDIP BR. SMG.) ,SEMARANG ,base.id,BNINIDJAUDS
bankID_BNINIDJASKG,BANK NEGARA INDONESIA – PT (PERSERO)  (SENGKANG BRANCH) ,SENGKANG ,base.id,BNINIDJASKG
bankID_BNINIDJASRG,BANK NEGARA INDONESIA – PT (PERSERO)  (SERANG BRANCH) ,SERANG ,base.id,BNINIDJASRG
bankID_BNINIDJASBG,BANK NEGARA INDONESIA – PT (PERSERO)  (SIBOLGA BRANCH) ,SIBOLGA ,base.id,BNINIDJASBG
bankID_BNINIDJASDA,BANK NEGARA INDONESIA – PT (PERSERO)  (SIDOARJO BRANCH) ,SIDOARJO ,base.id,BNINIDJASDA
bankID_BNINIDJASGL,BANK NEGARA INDONESIA – PT (PERSERO)  (SIGLI BRANCH) ,SIGLI ,base.id,BNINIDJASGL
bankID_BNINIDJASGR,BANK NEGARA INDONESIA – PT (PERSERO)  (SINGARAJA BRANCH) ,SINGARAJA ,base.id,BNINIDJASGR
bankID_BNINIDJASKW,BANK NEGARA INDONESIA – PT (PERSERO)  (SINGKAWANG BRANCH) ,SINGKAWANG ,base.id,BNINIDJASKW
bankID_BNINIDJASTB,BANK NEGARA INDONESIA – PT (PERSERO)  (SITUBONDO BRANCH) ,SITUBONDO ,base.id,BNINIDJASTB
bankID_BNINIDJASOR,BANK NEGARA INDONESIA – PT (PERSERO)  (SORONG BRANCH) ,SORONG ,base.id,BNINIDJASOR
bankID_BNINIDJASUB,BANK NEGARA INDONESIA – PT (PERSERO)  (SUBANG BRANCH) ,SUBANG ,base.id,BNINIDJASUB
bankID_BNINIDJASKM,BANK NEGARA INDONESIA – PT (PERSERO)  (SUKABUMI BRANCH) ,SUKABUMI ,base.id,BNINIDJASKM
bankID_BNINIDJASBW,BANK NEGARA INDONESIA – PT (PERSERO)  (SUMBAWA BESAR BRANCH) ,SUMBAWA BESAR ,base.id,BNINIDJASBW
bankID_BNINIDJASDG,BANK NEGARA INDONESIA – PT (PERSERO)  (SUMEDANG BRANCH) ,SUMEDANG ,base.id,BNINIDJASDG
bankID_BNINIDJASMP,BANK NEGARA INDONESIA – PT (PERSERO)  (SUMENEP BRANCH) ,SUMENEP ,base.id,BNINIDJASMP
bankID_BNINIDJASPN,BANK NEGARA INDONESIA – PT (PERSERO)  (SUNGAIPENUH BRANCH) ,SUNGAIPENUH ,base.id,BNINIDJASPN
bankID_BNINIDJAUAS,BANK NEGARA INDONESIA – PT (PERSERO)  (AIRLANGGA UNIVERSITY BRANCH) ,SURABAYA ,base.id,BNINIDJAUAS
bankID_BNINIDJAJTM,BANK NEGARA INDONESIA – PT (PERSERO)  (JEMBATAN MERAH BRANCH) ,SURABAYA ,base.id,BNINIDJAJTM
bankID_BNINIDJAKBS,BANK NEGARA INDONESIA – PT (PERSERO)  (KUSUMA BANGSA BRANCH) ,SURABAYA ,base.id,BNINIDJAKBS
bankID_BNINIDJASBY,BANK NEGARA INDONESIA – PT (PERSERO)  (SURABAYA BRANCH) ,SURABAYA ,base.id,BNINIDJASBY
bankID_BNINIDJATPK,BANK NEGARA INDONESIA – PT (PERSERO)  (TANJUNG PERAK BRANCH) ,SURABAYA ,base.id,BNINIDJATPK
bankID_BNINIDJAUSM,BANK NEGARA INDONESIA – PT (PERSERO)  (URIP SUMOHARJO BRANCH) ,SURABAYA ,base.id,BNINIDJAUSM
bankID_BNINIDJAPKS,BANK NEGARA INDONESIA – PT (PERSERO)  (PASAR KLEWER SURAKARTA BRANCH) ,SURAKARTA ,base.id,BNINIDJAPKS
bankID_BNINIDJASLO,BANK NEGARA INDONESIA – PT (PERSERO)  (SURAKARTA BRANCH) ,SURAKARTA ,base.id,BNINIDJASLO
bankID_BNINIDJASMR,BANK NEGARA INDONESIA – PT (PERSERO)  (UNIV.SEBELAS MARET BRANCH) ,SURAKARTA ,base.id,BNINIDJASMR
bankID_BNINIDJATHN,BANK NEGARA INDONESIA – PT (PERSERO)  (TAHUNA BRANCH) ,TAHUNA ,base.id,BNINIDJATHN
bankID_BNINIDJATRG,BANK NEGARA INDONESIA – PT (PERSERO)  (TANGERANG BRANCH) ,TANGERANG ,base.id,BNINIDJATRG
bankID_BNINIDJATKR,BANK NEGARA INDONESIA – PT (PERSERO)  (TANJUNG KARANG BRANCH) ,TANJUNG KARANG ,base.id,BNINIDJATKR
bankID_BNINIDJATPN,BANK NEGARA INDONESIA – PT (PERSERO)  (TANJUNG PINANG BRANCH) ,TANJUNG PINANG ,base.id,BNINIDJATPN
bankID_BNINIDJATRB,BANK NEGARA INDONESIA – PT (PERSERO)  (TANJUNGREDEB BRANCH) ,TANJUNGREDEB ,base.id,BNINIDJATRB
bankID_BNINIDJATRN,BANK NEGARA INDONESIA – PT (PERSERO)  (TARAKAN BRANCH) ,TARAKAN ,base.id,BNINIDJATRN
bankID_BNINIDJATMA,BANK NEGARA INDONESIA – PT (PERSERO)  (TASIKMALAYA BRANCH) ,TASIKMALAYA ,base.id,BNINIDJATMA
bankID_BNINIDJATTI,BANK NEGARA INDONESIA – PT (PERSERO)  (TEBINGTINGGI BRANCH) ,TEBINGTINGGI ,base.id,BNINIDJATTI
bankID_BNINIDJATGL,BANK NEGARA INDONESIA – PT (PERSERO)  (TEGAL BRANCH) ,TEGAL ,base.id,BNINIDJATGL
bankID_BNINIDJATMG,BANK NEGARA INDONESIA – PT (PERSERO)  (TEMANGGUNG BRANCH) ,TEMANGGUNG ,base.id,BNINIDJATMG
bankID_BNINIDJATBH,BANK NEGARA INDONESIA – PT (PERSERO)  (TEMBILAHAN BRANCH) ,TEMBILAHAN ,base.id,BNINIDJATBH
bankID_BNINIDJATNT,BANK NEGARA INDONESIA – PT (PERSERO)  (TERNATE BRANCH) ,TERNATE ,base.id,BNINIDJATNT
bankID_BNINIDJATBK,BANK NEGARA INDONESIA – PT (PERSERO)  (TANJUNG BALAI KARIMUN BRANCH) ,TG. BALAI ,base.id,BNINIDJATBK
bankID_BNINIDJATBA,BANK NEGARA INDONESIA – PT (PERSERO)  (TG. BALAI ASAHAN) ,TG. BALAI ASAHAN ,base.id,BNINIDJATBA
bankID_BNINIDJATBL,BANK NEGARA INDONESIA – PT (PERSERO)  (TOBELO BRANCH) ,TOBELO ,base.id,BNINIDJATBL
bankID_BNINIDJATLI,BANK NEGARA INDONESIA – PT (PERSERO)  (TOLI-TOLI BRANCH) ,TOLI-TOLI ,base.id,BNINIDJATLI
bankID_BNINIDJATUB,BANK NEGARA INDONESIA – PT (PERSERO)  (TUBAN BRANCH – EAST JAVA) ,TUBAN ,base.id,BNINIDJATUB
bankID_BNINIDJATLA,BANK NEGARA INDONESIA – PT (PERSERO)  (TULUNGAGUNG) ,TULUNGAGUNG ,base.id,BNINIDJATLA
bankID_BNINIDJAMAT,BANK NEGARA INDONESIA – PT (PERSERO)  (MATTOANGIN BRANCH) ,UJUNG PANDANG ,base.id,BNINIDJAMAT
bankID_BNINIDJAUPG,BANK NEGARA INDONESIA – PT (PERSERO)  (UJUNG PANDANG BRANCH) ,UJUNG PANDANG ,base.id,BNINIDJAUPG
bankID_BNINIDJAWTS,BANK NEGARA INDONESIA – PT (PERSERO)  (WATANSOPPENG BRANCH) ,WATANSOPPENG ,base.id,BNINIDJAWTS
bankID_BNINIDJAWGR,BANK NEGARA INDONESIA – PT (PERSERO)  (WONOGIRI BRANCH) ,WONOGIRI ,base.id,BNINIDJAWGR
bankID_BNINIDJAWNK,BANK NEGARA INDONESIA – PT (PERSERO)  (WONOKROMO BRANCH) ,WONOKROMO ,base.id,BNINIDJAWNK
bankID_BNINIDJAWSB,BANK NEGARA INDONESIA – PT (PERSERO)  (WONOSOBO BRANCH) ,WONOSOBO ,base.id,BNINIDJAWSB
bankID_BNINIDJAUGM,BANK NEGARA INDONESIA – PT (PERSERO)  (UGM BRANCH) ,YOGYAKARTA ,base.id,BNINIDJAUGM
bankID_BNINIDJAYGY,BANK NEGARA INDONESIA – PT (PERSERO)  (YOGYAKARTA BRANCH) ,YOGYAKARTA ,base.id,BNINIDJAYGY
bankID_OCBCIDJAXXX,"BANK OCBC INDONESIA, PT  ",JAKARTA ,base.id,OCBCIDJAXXX
bankID_BOFAID2XXXX,"BANK OF AMERICA, N.A. JAKARTA BRANCH  ",JAKARTA ,base.id,BOFAID2XXXX
bankID_BKCHIDJAXXX,"BANK OF CHINA, JAKARTA BRANCH  ",JAKARTA ,base.id,BKCHIDJAXXX
bankID_BOTKIDJXXXX,"BANK OF TOKYO-MITSUBISHI UFJ, LTD., THE  (JAKARTA BRANCH) ",JAKARTA ,base.id,BOTKIDJXXXX
bankID_RABOIDJAXXX,"BANK RABOBANK INTERNATIONAL INDONESIA, PT  ",JAKARTA ,base.id,RABOIDJAXXX
bankID_BRINIDJA001,BANK RAKYAT INDONESIA  (AMBON BRANCH) ,AMBON ,base.id,BRINIDJA001
bankID_BRINIDJA002,BANK RAKYAT INDONESIA  (BAGAN SIAPI-API BRANCH) ,BAGAN SIAPI-API ,base.id,BRINIDJA002
bankID_BRINIDJA037,BANK RAKYAT INDONESIA  (BANDA ACEH BRANCH) ,BANDA ACEH ,base.id,BRINIDJA037
bankID_BRINIDJA005,BANK RAKYAT INDONESIA  (ASIA AFRIKA BRANCH) ,BANDUNG ,base.id,BRINIDJA005
bankID_BRINIDJA286,BANK RAKYAT INDONESIA  (DEWI SARTIKA BRANCH) ,BANDUNG ,base.id,BRINIDJA286
bankID_BRINIDJA003,BANK RAKYAT INDONESIA  (BANJARMASIN BRANCH) ,BANJARMASIN ,base.id,BRINIDJA003
bankID_BRINIDJA331,BANK RAKYAT INDONESIA  (BATAM BRANCH) ,BATAM ,base.id,BRINIDJA331
bankID_BRINIDJA189,BANK RAKYAT INDONESIA  (BENGKALIS BRANCH) ,BENGKALIS ,base.id,BRINIDJA189
bankID_BRINIDJA308,BANK RAKYAT INDONESIA  (BIAK BRANCH) ,BIAK ,base.id,BRINIDJA308
bankID_BRINIDJA333,BANK RAKYAT INDONESIA  (BONTANG BRANCH) ,BONTANG ,base.id,BRINIDJA333
bankID_BRINIDJA107,BANK RAKYAT INDONESIA  (CIREBON BRANCH) ,CIREBON ,base.id,BRINIDJA107
bankID_BRINIDJA317,BANK RAKYAT INDONESIA  (DILI BRANCH) ,DILI ,base.id,BRINIDJA317
bankID_BRINIDJA159,BANK RAKYAT INDONESIA  (DUMAI BRANCH) ,DUMAI ,base.id,BRINIDJA159
bankID_BRINIDJA026,BANK RAKYAT INDONESIA  (GRESIK BRANCH) ,GRESIK ,base.id,BRINIDJA026
bankID_BRINIDJA230,BANK RAKYAT INDONESIA  (CUT MUTIAH BRANCH) ,JAKARTA ,base.id,BRINIDJA230
bankID_BRINIDJA330,BANK RAKYAT INDONESIA  (FATMAWATI BRANCH) ,JAKARTA ,base.id,BRINIDJA330
bankID_BRINIDJA359,BANK RAKYAT INDONESIA  (GATOT SUBROTO BRANCH) ,JAKARTA ,base.id,BRINIDJA359
bankID_BRINIDJA332,BANK RAKYAT INDONESIA  (HAYAM WURUK BRANCH) ,JAKARTA ,base.id,BRINIDJA332
bankID_BRINIDJA019,BANK RAKYAT INDONESIA  (JAKARTA KOTA BRANCH) ,JAKARTA ,base.id,BRINIDJA019
bankID_BRINIDJA122,BANK RAKYAT INDONESIA  (JATINEGARA BRANCH) ,JAKARTA ,base.id,BRINIDJA122
bankID_BRINIDJA206,BANK RAKYAT INDONESIA  (KCK – SPECIAL BRANCH) ,JAKARTA ,base.id,BRINIDJA206
bankID_BRINIDJA193,BANK RAKYAT INDONESIA  (KEBAYORAN BARU BRANCH) ,JAKARTA ,base.id,BRINIDJA193
bankID_BRINIDJA335,BANK RAKYAT INDONESIA  (KRAMAT BRANCH) ,JAKARTA ,base.id,BRINIDJA335
bankID_BRINIDJA261,BANK RAKYAT INDONESIA  (KREKOT BRANCH) ,JAKARTA ,base.id,BRINIDJA261
bankID_BRINIDJA340,BANK RAKYAT INDONESIA  (OTISTA BRANCH) ,JAKARTA ,base.id,BRINIDJA340
bankID_BRINIDJA346,BANK RAKYAT INDONESIA  (PASAR PAGI BRANCH) ,JAKARTA ,base.id,BRINIDJA346
bankID_BRINIDJA338,BANK RAKYAT INDONESIA  (ROXI BRANCH) ,JAKARTA ,base.id,BRINIDJA338
bankID_BRINIDJA018,BANK RAKYAT INDONESIA  (TANAH ABANG BRANCH) ,JAKARTA ,base.id,BRINIDJA018
bankID_BRINIDJA186,BANK RAKYAT INDONESIA  (TANJUNG PRIOK BRANCH) ,JAKARTA ,base.id,BRINIDJA186
bankID_BRINIDJA370,BANK RAKYAT INDONESIA  (TRADE FINANCE PROCESSING CENTRE JAKARTA I) ,JAKARTA ,base.id,BRINIDJA370
bankID_BRINIDJA329,BANK RAKYAT INDONESIA  (VETERAN BRANCH) ,JAKARTA ,base.id,BRINIDJA329
bankID_BRINIDJAXXX,BANK RAKYAT INDONESIA  ,JAKARTA ,base.id,BRINIDJAXXX
bankID_BRINIDJA020,BANK RAKYAT INDONESIA  (JAMBI BRANCH) ,JAMBI ,base.id,BRINIDJA020
bankID_BRINIDJA021,BANK RAKYAT INDONESIA  (JEMBER BRANCH) ,JEMBER ,base.id,BRINIDJA021
bankID_BRINIDJA033,BANK RAKYAT INDONESIA  (KEDIRI BRANCH) ,KEDIRI ,base.id,BRINIDJA033
bankID_BRINIDJA192,BANK RAKYAT INDONESIA  (KENDARI BRANCH) ,KENDARI ,base.id,BRINIDJA192
bankID_BRINIDJA127,BANK RAKYAT INDONESIA  (KOTABARU BRANCH) ,KOTABARU ,base.id,BRINIDJA127
bankID_BRINIDJA038,BANK RAKYAT INDONESIA  (KUDUS BRANCH) ,KUDUS ,base.id,BRINIDJA038
bankID_BRINIDJA039,BANK RAKYAT INDONESIA  (KUPANG BRANCH) ,KUPANG ,base.id,BRINIDJA039
bankID_BRINIDJA042,BANK RAKYAT INDONESIA  (LANGSA BRANCH) ,LANGSA ,base.id,BRINIDJA042
bankID_BRINIDJA043,BANK RAKYAT INDONESIA  (LHOKSEUMAWE BRANCH) ,LHOKSEUMAWE ,base.id,BRINIDJA043
bankID_BRINIDJA167,BANK RAKYAT INDONESIA  (LUWUK BRANCH) ,LUWUK ,base.id,BRINIDJA167
bankID_BRINIDJA051,BANK RAKYAT INDONESIA  (MALANG BRANCH) ,MALANG ,base.id,BRINIDJA051
bankID_BRINIDJA054,BANK RAKYAT INDONESIA  (MANADO BRANCH) ,MANADO ,base.id,BRINIDJA054
bankID_BRINIDJA052,BANK RAKYAT INDONESIA  (MATARAM BRANCH) ,MATARAM ,base.id,BRINIDJA052
bankID_BRINIDJA336,BANK RAKYAT INDONESIA  (MEDAN PEMUDA BRANCH) ,MEDAN ,base.id,BRINIDJA336
bankID_BRINIDJA053,BANK RAKYAT INDONESIA  (MEDAN PUTRI HIJAU BRANCH) ,MEDAN ,base.id,BRINIDJA053
bankID_BRINIDJA130,BANK RAKYAT INDONESIA  (METRO BRANCH) ,METRO ,base.id,BRINIDJA130
bankID_BRINIDJA058,BANK RAKYAT INDONESIA  (PADANG BRANCH) ,PADANG ,base.id,BRINIDJA058
bankID_BRINIDJA059,BANK RAKYAT INDONESIA  (PALEMBANG BRANCH) ,PALEMBANG ,base.id,BRINIDJA059
bankID_BRINIDJA063,BANK RAKYAT INDONESIA  (PANGKAL PINANG BRANCH) ,PANGKAL PINANG ,base.id,BRINIDJA063
bankID_BRINIDJA282,BANK RAKYAT INDONESIA  (PANGKALAN BUN BRANCH) ,PANGKALAN BUN ,base.id,BRINIDJA282
bankID_BRINIDJA170,BANK RAKYAT INDONESIA  (PEKANBARU BRANCH) ,PEKANBARU ,base.id,BRINIDJA170
bankID_BRINIDJA113,BANK RAKYAT INDONESIA  (PEMATANG SIANTAR BRANCH) ,PEMATANG SIANTAR ,base.id,BRINIDJA113
bankID_BRINIDJA071,BANK RAKYAT INDONESIA  (PONTIANAK BRANCH) ,PONTIANAK ,base.id,BRINIDJA071
bankID_BRINIDJA079,BANK RAKYAT INDONESIA  (RABA-BIMA BRANCH) ,RABA-BIMA ,base.id,BRINIDJA079
bankID_BRINIDJA284,BANK RAKYAT INDONESIA  (RENGAT BRANCH) ,RENGAT ,base.id,BRINIDJA284
bankID_BRINIDJA082,BANK RAKYAT INDONESIA  (SAMARINDA BRANCH) ,SAMARINDA ,base.id,BRINIDJA082
bankID_BRINIDJA163,BANK RAKYAT INDONESIA  (SAMPIT BRANCH) ,SAMPIT ,base.id,BRINIDJA163
bankID_BRINIDJA083,BANK RAKYAT INDONESIA  (PATTIMURA BRANCH) ,SEMARANG ,base.id,BRINIDJA083
bankID_BRINIDJA086,BANK RAKYAT INDONESIA  (SIDOARJO BRANCH) ,SIDOARJO ,base.id,BRINIDJA086
bankID_BRINIDJA097,BANK RAKYAT INDONESIA  (SLAMET RIYADI BRANCH) ,SOLO ,base.id,BRINIDJA097
bankID_BRINIDJA092,BANK RAKYAT INDONESIA  (SUKABUMI BRANCH) ,SUKABUMI ,base.id,BRINIDJA092
bankID_BRINIDJA096,BANK RAKYAT INDONESIA  (KALIASIN BRANCH) ,SURABAYA ,base.id,BRINIDJA096
bankID_BRINIDJA211,BANK RAKYAT INDONESIA  (PAHLAWAN BRANCH) ,SURABAYA ,base.id,BRINIDJA211
bankID_BRINIDJA172,BANK RAKYAT INDONESIA  (RAJAWALI BRANCH) ,SURABAYA ,base.id,BRINIDJA172
bankID_BRINIDJA328,BANK RAKYAT INDONESIA  (TANJUNG PERAK BRANCH) ,SURABAYA ,base.id,BRINIDJA328
bankID_BRINIDJA120,BANK RAKYAT INDONESIA  (TANGERANG BRANCH) ,TANGERANG ,base.id,BRINIDJA120
bankID_BRINIDJA098,BANK RAKYAT INDONESIA  (TANJUNG KARANG BRANCH) ,TANJUNG KARANG ,base.id,BRINIDJA098
bankID_BRINIDJA131,BANK RAKYAT INDONESIA  (TANJUNG PANDAN BRANCH) ,TANJUNG PANDAN ,base.id,BRINIDJA131
bankID_BRINIDJA174,BANK RAKYAT INDONESIA  (TANJUNG PINANG BRANCH) ,TANJUNG PINANG ,base.id,BRINIDJA174
bankID_BRINIDJA283,BANK RAKYAT INDONESIA  (TEBINGTINGGI BRANCH) ,TEBINGTINGGI ,base.id,BRINIDJA283
bankID_BRINIDJA101,BANK RAKYAT INDONESIA  (TEGAL BRANCH) ,TEGAL ,base.id,BRINIDJA101
bankID_BRINIDJA285,BANK RAKYAT INDONESIA  (TELUK BETUNG BRANCH) ,TELUK BETUNG ,base.id,BRINIDJA285
bankID_BRINIDJA175,BANK RAKYAT INDONESIA  (TEMBILAHAN BRANCH) ,TEMBILAHAN ,base.id,BRINIDJA175
bankID_BRINIDJA103,BANK RAKYAT INDONESIA  (TERNATE BRANCH) ,TERNATE ,base.id,BRINIDJA103
bankID_BRINIDJA050,BANK RAKYAT INDONESIA  (ACHMAD YANI BRANCH) ,UJUNG PANDANG ,base.id,BRINIDJA050
bankID_BRINIDJA343,BANK RAKYAT INDONESIA  (SOMBA OPU BRANCH) ,UJUNG PANDANG ,base.id,BRINIDJA343
bankID_BPIAIDJAXXX,BANK RESONA PERDANIA PT.  ,JAKARTA ,base.id,BPIAIDJAXXX
bankID_SBJKIDJAXXX,BANK SINARMAS  ,JAKARTA ,base.id,SBJKIDJAXXX
bankID_SUNIIDJAXXX,"BANK SUMITOMO MITSUI INDONESIA, PT  ",JAKARTA ,base.id,SUNIIDJAXXX
bankID_SWBAIDJAXXX,BANK SWADESI  ,JAKARTA ,base.id,SWBAIDJAXXX
bankID_BSMDIDJAXXX,BANK SYARIAH MANDIRI  ,JAKARTA ,base.id,BSMDIDJAXXX
bankID_BTANIDJAXXX,"BANK TABUNGAN NEGARA (PERSERO), PT.  (HEAD OFFICE) ",JAKARTA ,base.id,BTANIDJAXXX
bankID_UOBBIDJABDG,BANK UOB INDONESIA  (BANDUNG BRANCH) ,BANDUNG ,base.id,UOBBIDJABDG
bankID_UOBBIDJABTM,BANK UOB INDONESIA  (BATAM BRANCH) ,BATAM ,base.id,UOBBIDJABTM
bankID_UOBBIDJAXXX,BANK UOB INDONESIA  (HEAD OFFICE) ,JAKARTA ,base.id,UOBBIDJAXXX
